User_Id,Location,Age,Location_clean,Location_norm,Location_tokens,Age_normalized
33,"Ponorogo, Jawa Timur",24,"ponorogo, jawa timur",ponorogo jawa timur,"['ponorogo', 'jawa', 'timur']",0.15555555555555556
34,"Sragen, Jawa Tengah",31,"sragen, jawa tengah",sragen jawa tengah,"['sragen', 'jawa', 'tengah']",0.23333333333333334
35,"Klaten, Jawa Tengah",24,"klaten, jawa tengah",klaten jawa tengah,"['klaten', 'jawa', 'tengah']",0.15555555555555556
36,"Solo, Jawa Tengah",20,"solo, jawa tengah",solo jawa tengah,"['solo', 'jawa', 'tengah']",0.1111111111111111
37,"Tanggerang, Banten",21,"tanggerang, banten",tanggerang banten,"['tanggerang', 'banten']",0.12222222222222222
38,"Serang, Banten",26,"serang, banten",serang banten,"['serang', 'banten']",0.17777777777777778
39,"Cilacap, Jawa Tengah",32,"cilacap, jawa tengah",cilacap jawa tengah,"['cilacap', 'jawa', 'tengah']",0.24444444444444444
40,"Semarang, Jawa Tengah",27,"semarang, jawa tengah",semarang jawa tengah,"['semarang', 'jawa', 'tengah']",0.18888888888888888
41,"Yogyakarta, DIY",24,"yogyakarta, diy",yogyakarta diy,"['yogyakarta', 'diy']",0.15555555555555556
42,"Kota Gede, DIY",37,"kota gede, diy",kota gede diy,"['kota', 'gede', 'diy']",0.3
43,"Cirebon, Jawa Barat",33,"cirebon, jawa barat",cirebon jawa barat,"['cirebon', 'jawa', 'barat']",0.25555555555555554
44,"Subang, Jawa Barat",21,"subang, jawa barat",subang jawa barat,"['subang', 'jawa', 'barat']",0.12222222222222222
45,"Karawang, Jawa Barat",25,"karawang, jawa barat",karawang jawa barat,"['karawang', 'jawa', 'barat']",0.16666666666666666
46,"Purwakarat, Jawa Barat",38,"purwakarat, jawa barat",purwakarat jawa barat,"['purwakarat', 'jawa', 'barat']",0.3111111111111111
47,"Jakarta Utara, DKI Jakarta",31,"jakarta utara, dki jakarta",jakarta utara dki jakarta,"['jakarta', 'utara', 'dki', 'jakarta']",0.23333333333333334
48,"Jakarta Selatan, DKI Jakarta",35,"jakarta selatan, dki jakarta",jakarta selatan dki jakarta,"['jakarta', 'selatan', 'dki', 'jakarta']",0.2777777777777778
49,"Jakarta Pusat, DKI Jakarta",24,"jakarta pusat, dki jakarta",jakarta pusat dki jakarta,"['jakarta', 'pusat', 'dki', 'jakarta']",0.15555555555555556
50,"Bekasi, Jawa Barat",19,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.1
51,"Bogor, Jawa Barat",29,"bogor, jawa barat",bogor jawa barat,"['bogor', 'jawa', 'barat']",0.2111111111111111
52,"Karawang, Jawa Barat",18,"karawang, jawa barat",karawang jawa barat,"['karawang', 'jawa', 'barat']",0.08888888888888889
53,"Subang, Jawa Barat",28,"subang, jawa barat",subang jawa barat,"['subang', 'jawa', 'barat']",0.2
54,"Serang, Banten",31,"serang, banten",serang banten,"['serang', 'banten']",0.23333333333333334
55,"Tanggerang, Banten",19,"tanggerang, banten",tanggerang banten,"['tanggerang', 'banten']",0.1
56,"Kota Gede, DIY",18,"kota gede, diy",kota gede diy,"['kota', 'gede', 'diy']",0.08888888888888889
57,"Yogyakarta, DIY",21,"yogyakarta, diy",yogyakarta diy,"['yogyakarta', 'diy']",0.12222222222222222
58,"Lampung, Sumatera Selatan",21,"lampung, sumatera selatan",lampung sumatera selatan,"['lampung', 'sumatera', 'selatan']",0.12222222222222222
59,"Ponorogo, Jawa Timur",26,"ponorogo, jawa timur",ponorogo jawa timur,"['ponorogo', 'jawa', 'timur']",0.17777777777777778
60,"Surabaya, Jawa Timur",25,"surabaya, jawa timur",surabaya jawa timur,"['surabaya', 'jawa', 'timur']",0.16666666666666666
61,"Nganjuk, Jawa Timur",23,"nganjuk, jawa timur",nganjuk jawa timur,"['nganjuk', 'jawa', 'timur']",0.14444444444444443
62,"Madura, Jawa Timur",36,"madura, jawa timur",madura jawa timur,"['madura', 'jawa', 'timur']",0.28888888888888886
63,"Semarang, Jawa Tengah",35,"semarang, jawa tengah",semarang jawa tengah,"['semarang', 'jawa', 'tengah']",0.2777777777777778
64,"Bandung, Jawa Barat",38,"bandung, jawa barat",bandung jawa barat,"['bandung', 'jawa', 'barat']",0.3111111111111111
65,"Yogyakarta, DIY",22,"yogyakarta, diy",yogyakarta diy,"['yogyakarta', 'diy']",0.13333333333333333
66,"Bekasi, Jawa Barat",33,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.25555555555555554
67,"Surabaya, Jawa Timur",25,"surabaya, jawa timur",surabaya jawa timur,"['surabaya', 'jawa', 'timur']",0.16666666666666666
68,"Kota Gede, DIY",37,"kota gede, diy",kota gede diy,"['kota', 'gede', 'diy']",0.3
69,"Bekasi, Jawa Barat",24,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.15555555555555556
70,"Bogor, Jawa Barat",21,"bogor, jawa barat",bogor jawa barat,"['bogor', 'jawa', 'barat']",0.12222222222222222
71,"Depok, Jawa Barat",39,"depok, jawa barat",depok jawa barat,"['depok', 'jawa', 'barat']",0.32222222222222224
72,"Tanggerang, Banten",19,"tanggerang, banten",tanggerang banten,"['tanggerang', 'banten']",0.1
73,"Serang, Banten",29,"serang, banten",serang banten,"['serang', 'banten']",0.2111111111111111
74,"Semarang, Jawa Tengah",30,"semarang, jawa tengah",semarang jawa tengah,"['semarang', 'jawa', 'tengah']",0.2222222222222222
75,"Bekasi, Jawa Barat",19,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.1
76,"Cirebon, Jawa Barat",19,"cirebon, jawa barat",cirebon jawa barat,"['cirebon', 'jawa', 'barat']",0.1
77,"Bekasi, Jawa Barat",34,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.26666666666666666
78,"Lampung, Sumatera Selatan",22,"lampung, sumatera selatan",lampung sumatera selatan,"['lampung', 'sumatera', 'selatan']",0.13333333333333333
79,"Jakarta Utara, DKI Jakarta",31,"jakarta utara, dki jakarta",jakarta utara dki jakarta,"['jakarta', 'utara', 'dki', 'jakarta']",0.23333333333333334
80,"Jakarta Selatan, DKI Jakarta",32,"jakarta selatan, dki jakarta",jakarta selatan dki jakarta,"['jakarta', 'selatan', 'dki', 'jakarta']",0.24444444444444444
81,"Bandung, Jawa Barat",29,"bandung, jawa barat",bandung jawa barat,"['bandung', 'jawa', 'barat']",0.2111111111111111
82,"Surabaya, Jawa Timur",24,"surabaya, jawa timur",surabaya jawa timur,"['surabaya', 'jawa', 'timur']",0.15555555555555556
83,"Bekasi, Jawa Barat",32,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.24444444444444444
84,"Yogyakarta, DIY",35,"yogyakarta, diy",yogyakarta diy,"['yogyakarta', 'diy']",0.2777777777777778
85,"Bogor, Jawa Barat",31,"bogor, jawa barat",bogor jawa barat,"['bogor', 'jawa', 'barat']",0.23333333333333334
86,"Depok, Jawa Barat",32,"depok, jawa barat",depok jawa barat,"['depok', 'jawa', 'barat']",0.24444444444444444
87,"Jakarta Pusat, DKI Jakarta",30,"jakarta pusat, dki jakarta",jakarta pusat dki jakarta,"['jakarta', 'pusat', 'dki', 'jakarta']",0.2222222222222222
88,"Jakarta Timur, DKI Jakarta",27,"jakarta timur, dki jakarta",jakarta timur dki jakarta,"['jakarta', 'timur', 'dki', 'jakarta']",0.18888888888888888
89,"Bekasi, Jawa Barat",35,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.2777777777777778
90,"Semarang, Jawa Tengah",29,"semarang, jawa tengah",semarang jawa tengah,"['semarang', 'jawa', 'tengah']",0.2111111111111111
91,"Yogyakarta, DIY",32,"yogyakarta, diy",yogyakarta diy,"['yogyakarta', 'diy']",0.24444444444444444
92,"Cirebon, Jawa Barat",39,"cirebon, jawa barat",cirebon jawa barat,"['cirebon', 'jawa', 'barat']",0.32222222222222224
93,"Lampung, Sumatera Selatan",18,"lampung, sumatera selatan",lampung sumatera selatan,"['lampung', 'sumatera', 'selatan']",0.08888888888888889
94,"Semarang, Jawa Tengah",34,"semarang, jawa tengah",semarang jawa tengah,"['semarang', 'jawa', 'tengah']",0.26666666666666666
95,"Subang, Jawa Barat",27,"subang, jawa barat",subang jawa barat,"['subang', 'jawa', 'barat']",0.18888888888888888
96,"Jakarta Barat, DKI Jakarta",19,"jakarta barat, dki jakarta",jakarta barat dki jakarta,"['jakarta', 'barat', 'dki', 'jakarta']",0.1
97,"Bekasi, Jawa Barat",38,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.3111111111111111
98,"Lampung, Sumatera Selatan",28,"lampung, sumatera selatan",lampung sumatera selatan,"['lampung', 'sumatera', 'selatan']",0.2
99,"Palembang, Sumatera Selatan",33,"palembang, sumatera selatan",palembang sumatera selatan,"['palembang', 'sumatera', 'selatan']",0.25555555555555554
100,"Bogor, Jawa Barat",28,"bogor, jawa barat",bogor jawa barat,"['bogor', 'jawa', 'barat']",0.2
101,"Sragen, Jawa Tengah",39,"sragen, jawa tengah",sragen jawa tengah,"['sragen', 'jawa', 'tengah']",0.32222222222222224
102,"Ponorogo, Jawa Timur",21,"ponorogo, jawa timur",ponorogo jawa timur,"['ponorogo', 'jawa', 'timur']",0.12222222222222222
103,"Depok, Jawa Barat",30,"depok, jawa barat",depok jawa barat,"['depok', 'jawa', 'barat']",0.2222222222222222
104,"Jakarta Selatan, DKI Jakarta",27,"jakarta selatan, dki jakarta",jakarta selatan dki jakarta,"['jakarta', 'selatan', 'dki', 'jakarta']",0.18888888888888888
105,"Bekasi, Jawa Barat",37,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.3
106,"Ponorogo, Jawa Timur",32,"ponorogo, jawa timur",ponorogo jawa timur,"['ponorogo', 'jawa', 'timur']",0.24444444444444444
107,"Sragen, Jawa Tengah",24,"sragen, jawa tengah",sragen jawa tengah,"['sragen', 'jawa', 'tengah']",0.15555555555555556
108,"Klaten, Jawa Tengah",33,"klaten, jawa tengah",klaten jawa tengah,"['klaten', 'jawa', 'tengah']",0.25555555555555554
109,"Solo, Jawa Tengah",18,"solo, jawa tengah",solo jawa tengah,"['solo', 'jawa', 'tengah']",0.08888888888888889
110,"Tanggerang, Banten",39,"tanggerang, banten",tanggerang banten,"['tanggerang', 'banten']",0.32222222222222224
111,"Serang, Banten",38,"serang, banten",serang banten,"['serang', 'banten']",0.3111111111111111
112,"Cilacap, Jawa Tengah",18,"cilacap, jawa tengah",cilacap jawa tengah,"['cilacap', 'jawa', 'tengah']",0.08888888888888889
113,"Semarang, Jawa Tengah",38,"semarang, jawa tengah",semarang jawa tengah,"['semarang', 'jawa', 'tengah']",0.3111111111111111
114,"Yogyakarta, DIY",39,"yogyakarta, diy",yogyakarta diy,"['yogyakarta', 'diy']",0.32222222222222224
115,"Kota Gede, DIY",26,"kota gede, diy",kota gede diy,"['kota', 'gede', 'diy']",0.17777777777777778
116,"Cirebon, Jawa Barat",23,"cirebon, jawa barat",cirebon jawa barat,"['cirebon', 'jawa', 'barat']",0.14444444444444443
117,"Subang, Jawa Barat",30,"subang, jawa barat",subang jawa barat,"['subang', 'jawa', 'barat']",0.2222222222222222
118,"Karawang, Jawa Barat",32,"karawang, jawa barat",karawang jawa barat,"['karawang', 'jawa', 'barat']",0.24444444444444444
119,"Purwakarat, Jawa Barat",25,"purwakarat, jawa barat",purwakarat jawa barat,"['purwakarat', 'jawa', 'barat']",0.16666666666666666
120,"Jakarta Utara, DKI Jakarta",32,"jakarta utara, dki jakarta",jakarta utara dki jakarta,"['jakarta', 'utara', 'dki', 'jakarta']",0.24444444444444444
121,"Jakarta Selatan, DKI Jakarta",35,"jakarta selatan, dki jakarta",jakarta selatan dki jakarta,"['jakarta', 'selatan', 'dki', 'jakarta']",0.2777777777777778
122,"Jakarta Pusat, DKI Jakarta",24,"jakarta pusat, dki jakarta",jakarta pusat dki jakarta,"['jakarta', 'pusat', 'dki', 'jakarta']",0.15555555555555556
123,"Bekasi, Jawa Barat",32,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.24444444444444444
124,"Bogor, Jawa Barat",22,"bogor, jawa barat",bogor jawa barat,"['bogor', 'jawa', 'barat']",0.13333333333333333
125,"Karawang, Jawa Barat",24,"karawang, jawa barat",karawang jawa barat,"['karawang', 'jawa', 'barat']",0.15555555555555556
126,"Subang, Jawa Barat",32,"subang, jawa barat",subang jawa barat,"['subang', 'jawa', 'barat']",0.24444444444444444
127,"Serang, Banten",38,"serang, banten",serang banten,"['serang', 'banten']",0.3111111111111111
128,"Tanggerang, Banten",28,"tanggerang, banten",tanggerang banten,"['tanggerang', 'banten']",0.2
129,"Kota Gede, DIY",29,"kota gede, diy",kota gede diy,"['kota', 'gede', 'diy']",0.2111111111111111
130,"Yogyakarta, DIY",27,"yogyakarta, diy",yogyakarta diy,"['yogyakarta', 'diy']",0.18888888888888888
131,"Lampung, Sumatera Selatan",21,"lampung, sumatera selatan",lampung sumatera selatan,"['lampung', 'sumatera', 'selatan']",0.12222222222222222
132,"Ponorogo, Jawa Timur",31,"ponorogo, jawa timur",ponorogo jawa timur,"['ponorogo', 'jawa', 'timur']",0.23333333333333334
133,"Surabaya, Jawa Timur",29,"surabaya, jawa timur",surabaya jawa timur,"['surabaya', 'jawa', 'timur']",0.2111111111111111
134,"Nganjuk, Jawa Timur",27,"nganjuk, jawa timur",nganjuk jawa timur,"['nganjuk', 'jawa', 'timur']",0.18888888888888888
135,"Madura, Jawa Timur",22,"madura, jawa timur",madura jawa timur,"['madura', 'jawa', 'timur']",0.13333333333333333
136,"Semarang, Jawa Tengah",35,"semarang, jawa tengah",semarang jawa tengah,"['semarang', 'jawa', 'tengah']",0.2777777777777778
137,"Bandung, Jawa Barat",28,"bandung, jawa barat",bandung jawa barat,"['bandung', 'jawa', 'barat']",0.2
138,"Yogyakarta, DIY",25,"yogyakarta, diy",yogyakarta diy,"['yogyakarta', 'diy']",0.16666666666666666
139,"Bekasi, Jawa Barat",33,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.25555555555555554
140,"Surabaya, Jawa Timur",25,"surabaya, jawa timur",surabaya jawa timur,"['surabaya', 'jawa', 'timur']",0.16666666666666666
141,"Kota Gede, DIY",34,"kota gede, diy",kota gede diy,"['kota', 'gede', 'diy']",0.26666666666666666
142,"Bekasi, Jawa Barat",29,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.2111111111111111
143,"Bogor, Jawa Barat",25,"bogor, jawa barat",bogor jawa barat,"['bogor', 'jawa', 'barat']",0.16666666666666666
144,"Depok, Jawa Barat",18,"depok, jawa barat",depok jawa barat,"['depok', 'jawa', 'barat']",0.08888888888888889
145,"Tanggerang, Banten",37,"tanggerang, banten",tanggerang banten,"['tanggerang', 'banten']",0.3
146,"Serang, Banten",38,"serang, banten",serang banten,"['serang', 'banten']",0.3111111111111111
147,"Semarang, Jawa Tengah",18,"semarang, jawa tengah",semarang jawa tengah,"['semarang', 'jawa', 'tengah']",0.08888888888888889
148,"Bekasi, Jawa Barat",33,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.25555555555555554
149,"Cirebon, Jawa Barat",30,"cirebon, jawa barat",cirebon jawa barat,"['cirebon', 'jawa', 'barat']",0.2222222222222222
150,"Bekasi, Jawa Barat",40,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.3333333333333333
151,"Lampung, Sumatera Selatan",36,"lampung, sumatera selatan",lampung sumatera selatan,"['lampung', 'sumatera', 'selatan']",0.28888888888888886
152,"Jakarta Utara, DKI Jakarta",25,"jakarta utara, dki jakarta",jakarta utara dki jakarta,"['jakarta', 'utara', 'dki', 'jakarta']",0.16666666666666666
153,"Jakarta Selatan, DKI Jakarta",39,"jakarta selatan, dki jakarta",jakarta selatan dki jakarta,"['jakarta', 'selatan', 'dki', 'jakarta']",0.32222222222222224
154,"Bandung, Jawa Barat",31,"bandung, jawa barat",bandung jawa barat,"['bandung', 'jawa', 'barat']",0.23333333333333334
155,"Surabaya, Jawa Timur",37,"surabaya, jawa timur",surabaya jawa timur,"['surabaya', 'jawa', 'timur']",0.3
156,"Bekasi, Jawa Barat",31,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.23333333333333334
157,"Yogyakarta, DIY",28,"yogyakarta, diy",yogyakarta diy,"['yogyakarta', 'diy']",0.2
158,"Bogor, Jawa Barat",23,"bogor, jawa barat",bogor jawa barat,"['bogor', 'jawa', 'barat']",0.14444444444444443
159,"Depok, Jawa Barat",20,"depok, jawa barat",depok jawa barat,"['depok', 'jawa', 'barat']",0.1111111111111111
160,"Jakarta Pusat, DKI Jakarta",36,"jakarta pusat, dki jakarta",jakarta pusat dki jakarta,"['jakarta', 'pusat', 'dki', 'jakarta']",0.28888888888888886
161,"Jakarta Timur, DKI Jakarta",33,"jakarta timur, dki jakarta",jakarta timur dki jakarta,"['jakarta', 'timur', 'dki', 'jakarta']",0.25555555555555554
162,"Bekasi, Jawa Barat",25,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.16666666666666666
163,"Semarang, Jawa Tengah",40,"semarang, jawa tengah",semarang jawa tengah,"['semarang', 'jawa', 'tengah']",0.3333333333333333
164,"Yogyakarta, DIY",19,"yogyakarta, diy",yogyakarta diy,"['yogyakarta', 'diy']",0.1
165,"Cirebon, Jawa Barat",23,"cirebon, jawa barat",cirebon jawa barat,"['cirebon', 'jawa', 'barat']",0.14444444444444443
166,"Lampung, Sumatera Selatan",26,"lampung, sumatera selatan",lampung sumatera selatan,"['lampung', 'sumatera', 'selatan']",0.17777777777777778
167,"Semarang, Jawa Tengah",19,"semarang, jawa tengah",semarang jawa tengah,"['semarang', 'jawa', 'tengah']",0.1
168,"Subang, Jawa Barat",38,"subang, jawa barat",subang jawa barat,"['subang', 'jawa', 'barat']",0.3111111111111111
169,"Jakarta Barat, DKI Jakarta",18,"jakarta barat, dki jakarta",jakarta barat dki jakarta,"['jakarta', 'barat', 'dki', 'jakarta']",0.08888888888888889
170,"Bekasi, Jawa Barat",19,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.1
171,"Lampung, Sumatera Selatan",33,"lampung, sumatera selatan",lampung sumatera selatan,"['lampung', 'sumatera', 'selatan']",0.25555555555555554
172,"Palembang, Sumatera Selatan",34,"palembang, sumatera selatan",palembang sumatera selatan,"['palembang', 'sumatera', 'selatan']",0.26666666666666666
173,"Bogor, Jawa Barat",29,"bogor, jawa barat",bogor jawa barat,"['bogor', 'jawa', 'barat']",0.2111111111111111
174,"Sragen, Jawa Tengah",32,"sragen, jawa tengah",sragen jawa tengah,"['sragen', 'jawa', 'tengah']",0.24444444444444444
175,"Ponorogo, Jawa Timur",36,"ponorogo, jawa timur",ponorogo jawa timur,"['ponorogo', 'jawa', 'timur']",0.28888888888888886
176,"Depok, Jawa Barat",31,"depok, jawa barat",depok jawa barat,"['depok', 'jawa', 'barat']",0.23333333333333334
177,"Jakarta Selatan, DKI Jakarta",35,"jakarta selatan, dki jakarta",jakarta selatan dki jakarta,"['jakarta', 'selatan', 'dki', 'jakarta']",0.2777777777777778
178,"Bekasi, Jawa Barat",33,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.25555555555555554
179,"Ponorogo, Jawa Timur",27,"ponorogo, jawa timur",ponorogo jawa timur,"['ponorogo', 'jawa', 'timur']",0.18888888888888888
180,"Sragen, Jawa Tengah",24,"sragen, jawa tengah",sragen jawa tengah,"['sragen', 'jawa', 'tengah']",0.15555555555555556
181,"Klaten, Jawa Tengah",29,"klaten, jawa tengah",klaten jawa tengah,"['klaten', 'jawa', 'tengah']",0.2111111111111111
182,"Solo, Jawa Tengah",34,"solo, jawa tengah",solo jawa tengah,"['solo', 'jawa', 'tengah']",0.26666666666666666
183,"Tanggerang, Banten",37,"tanggerang, banten",tanggerang banten,"['tanggerang', 'banten']",0.3
184,"Serang, Banten",30,"serang, banten",serang banten,"['serang', 'banten']",0.2222222222222222
185,"Cilacap, Jawa Tengah",33,"cilacap, jawa tengah",cilacap jawa tengah,"['cilacap', 'jawa', 'tengah']",0.25555555555555554
186,"Semarang, Jawa Tengah",28,"semarang, jawa tengah",semarang jawa tengah,"['semarang', 'jawa', 'tengah']",0.2
187,"Yogyakarta, DIY",25,"yogyakarta, diy",yogyakarta diy,"['yogyakarta', 'diy']",0.16666666666666666
188,"Kota Gede, DIY",37,"kota gede, diy",kota gede diy,"['kota', 'gede', 'diy']",0.3
189,"Cirebon, Jawa Barat",21,"cirebon, jawa barat",cirebon jawa barat,"['cirebon', 'jawa', 'barat']",0.12222222222222222
190,"Subang, Jawa Barat",18,"subang, jawa barat",subang jawa barat,"['subang', 'jawa', 'barat']",0.08888888888888889
191,"Karawang, Jawa Barat",32,"karawang, jawa barat",karawang jawa barat,"['karawang', 'jawa', 'barat']",0.24444444444444444
192,"Purwakarat, Jawa Barat",37,"purwakarat, jawa barat",purwakarat jawa barat,"['purwakarat', 'jawa', 'barat']",0.3
193,"Jakarta Utara, DKI Jakarta",20,"jakarta utara, dki jakarta",jakarta utara dki jakarta,"['jakarta', 'utara', 'dki', 'jakarta']",0.1111111111111111
194,"Jakarta Selatan, DKI Jakarta",31,"jakarta selatan, dki jakarta",jakarta selatan dki jakarta,"['jakarta', 'selatan', 'dki', 'jakarta']",0.23333333333333334
195,"Jakarta Pusat, DKI Jakarta",29,"jakarta pusat, dki jakarta",jakarta pusat dki jakarta,"['jakarta', 'pusat', 'dki', 'jakarta']",0.2111111111111111
196,"Bekasi, Jawa Barat",28,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.2
197,"Bogor, Jawa Barat",27,"bogor, jawa barat",bogor jawa barat,"['bogor', 'jawa', 'barat']",0.18888888888888888
198,"Karawang, Jawa Barat",26,"karawang, jawa barat",karawang jawa barat,"['karawang', 'jawa', 'barat']",0.17777777777777778
199,"Subang, Jawa Barat",18,"subang, jawa barat",subang jawa barat,"['subang', 'jawa', 'barat']",0.08888888888888889
200,"Serang, Banten",34,"serang, banten",serang banten,"['serang', 'banten']",0.26666666666666666
201,"Bekasi, Jawa Barat",21,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.12222222222222222
202,"Lampung, Sumatera Selatan",21,"lampung, sumatera selatan",lampung sumatera selatan,"['lampung', 'sumatera', 'selatan']",0.12222222222222222
203,"Jakarta Utara, DKI Jakarta",24,"jakarta utara, dki jakarta",jakarta utara dki jakarta,"['jakarta', 'utara', 'dki', 'jakarta']",0.15555555555555556
204,"Jakarta Selatan, DKI Jakarta",21,"jakarta selatan, dki jakarta",jakarta selatan dki jakarta,"['jakarta', 'selatan', 'dki', 'jakarta']",0.12222222222222222
