source,id,name,name_clean,name_norm,name_tokens,description,description_clean,description_norm,description_tokens,category,category_clean,category_norm,category_tokens,price,rating,time_minutes,latitude,longitude,vote_count,htm_weekday,htm_weekend,rating_normalized,price_normalized,category_standardized,category_id,unified_price,merged_id,indoor,outdoor
dataset1,149,Goa Cerme,goa cerme,goa cerme,"['goa', 'cerme']","Gua Cerme (bahasa Jawa: ꦒꦸꦮ​ꦕꦺꦂꦩꦺ, translit. Gua Cerme) adalah gua bersejarah dan sekaligus tempat wisata yang terletak di Dusun Srunggo, Desa Selopamioro, Kecamatan Imogiri, Kabupaten Bantul atau sekitar 20 km selatan Kota Yogyakarta. Gua Cerme memiliki panjang 1,5 km yang tembus hingga sendang di wilayah Panggang, yaitu di Dusun Ploso, Desa Giritirto, Kecamatan Purwosari, Kabupaten Gunungkidul.\nDi samping gua Cerme, di sekitarnya terdapat gua lain yang lebih kecil seperti Goa Dalang, Goa Ledek, Goa Badut dan Goa Kaum yang sering digunakan untuk bersemedi. Untuk mencapai gua, terdapat tangga setinggi 759 m. Kata cerme berasal dari kata ceramah yang mengisyaratkan pembicaraan yang dilakukan walisongo. Gua Cerme dulunya digunakan oleh para Walisongo untuk menyebarkan agama Islam di Jawa. Selain itu, Gua Cerme juga digunakan untuk membahas rencana pendirian Masjid Agung Demak. Setiap Senin atau Selasa wage, selalu diadakan upacara syukuran untuk meminta berkah kepada Tuhan.","gua cerme bahasa jawa , translit. gua cerme adalah gua bersejarah dan sekaligus tempat wisata yang terletak di dusun srunggo, desa selopamioro, kecamatan imogiri, kabupaten bantul atau sekitar 20 km selatan kota yogyakarta. gua cerme memiliki panjang 1,5 km yang tembus hingga sendang di wilayah panggang, yaitu di dusun ploso, desa giritirto, kecamatan purwosari, kabupaten gunungkidul. ndi samping gua cerme, di sekitarnya terdapat gua lain yang lebih kecil seperti goa dalang, goa ledek, goa badut dan goa kaum yang sering digunakan untuk bersemedi. untuk mencapai gua, terdapat tangga setinggi 759 m. kata cerme berasal dari kata ceramah yang mengisyaratkan pembicaraan yang dilakukan walisongo. gua cerme dulunya digunakan oleh para walisongo untuk menyebarkan agama islam di jawa. selain itu, gua cerme juga digunakan untuk membahas rencana pendirian masjid agung demak. setiap senin atau selasa wage, selalu diadakan upacara syukuran untuk meminta berkah kepada tuhan.",gua cerme bahasa jawa translit gua cerme adalah gua bersejarah dan sekaligus tempat wisata yang terletak di dusun srunggo desa selopamioro kecamatan imogiri kabupaten bantul atau sekitar 20 km selatan kota yogyakarta gua cerme memiliki panjang 15 km yang tembus hingga sendang di wilayah panggang yaitu di dusun ploso desa giritirto kecamatan purwosari kabupaten gunungkidul ndi samping gua cerme di sekitarnya terdapat gua lain yang lebih kecil seperti goa dalang goa ledek goa badut dan goa kaum yang sering digunakan untuk bersemedi untuk mencapai gua terdapat tangga setinggi 759 m kata cerme berasal dari kata ceramah yang mengisyaratkan pembicaraan yang dilakukan walisongo gua cerme dulunya digunakan oleh para walisongo untuk menyebarkan agama islam di jawa selain itu gua cerme juga digunakan untuk membahas rencana pendirian masjid agung demak setiap senin atau selasa wage selalu diadakan upacara syukuran untuk meminta berkah kepada tuhan,"['gua', 'cerme', 'bahasa', 'jawa', 'translit', 'gua', 'cerme', 'adalah', 'gua', 'bersejarah', 'dan', 'sekaligus', 'tempat', 'wisata', 'yang', 'terletak', 'dusun', 'srunggo', 'desa', 'selopamioro', 'kecamatan', 'imogiri', 'kabupaten', 'bantul', 'atau', 'sekitar', 'selatan', 'kota', 'yogyakarta', 'gua', 'cerme', 'memiliki', 'panjang', 'yang', 'tembus', 'hingga', 'sendang', 'wilayah', 'panggang', 'yaitu', 'dusun', 'ploso', 'desa', 'giritirto', 'kecamatan', 'purwosari', 'kabupaten', 'gunungkidul', 'ndi', 'samping', 'gua', 'cerme', 'sekitarnya', 'terdapat', 'gua', 'lain', 'yang', 'lebih', 'kecil', 'seperti', 'goa', 'dalang', 'goa', 'ledek', 'goa', 'badut', 'dan', 'goa', 'kaum', 'yang', 'sering', 'digunakan', 'untuk', 'bersemedi', 'untuk', 'mencapai', 'gua', 'terdapat', 'tangga', 'setinggi', '759', 'kata', 'cerme', 'berasal', 'dari', 'kata', 'ceramah', 'yang', 'mengisyaratkan', 'pembicaraan', 'yang', 'dilakukan', 'walisongo', 'gua', 'cerme', 'dulunya', 'digunakan', 'oleh', 'para', 'walisongo', 'untuk', 'menyebarkan', 'agama', 'islam', 'jawa', 'selain', 'itu', 'gua', 'cerme', 'juga', 'digunakan', 'untuk', 'membahas', 'rencana', 'pendirian', 'masjid', 'agung', 'demak', 'setiap', 'senin', 'atau', 'selasa', 'wage', 'selalu', 'diadakan', 'upacara', 'syukuran', 'untuk', 'meminta', 'berkah', 'kepada', 'tuhan']",Cagar Alam,cagar alam,cagar alam,"['cagar', 'alam']",3000.0,4.4,90.0,-7.9794413,110.3803114,0.0,0.0,0.0,0.8800000000000001,,cagar alam,1,3000.0,90,0,1
dataset1,144,Goa Jomblang,goa jomblang,goa jomblang,"['goa', 'jomblang']","Gua Jomblang merupakan gua vertikal yang bertipe collapse doline. Gua ini terbentuk akibat proses geologi amblasnya tanah beserta vegetasi yang ada di atasnya ke dasar bumi yang terjadi ribuan tahun lalu. Runtuhan ini membentuk sinkhole atau sumuran yang dalam bahasa Jawa dikenal dengan istilah luweng. Itulah yang membuat unik karena di dalam gua terdapat luas mulut gua sekitar 50 meter ini sering disebut dengan nama Luweng Jomblang. Gua Jomblang terletak di Kabupaten Gunungkidul, DI Yogyakarta.\nSaat ini Gua Jomblang merupakan tempat konservasi tumbuhan purba dan dikembangkan menjadi tempat wisata minat khusus yang mana dikelola oleh penduduk atau warga setempat. Untuk menuruni gua vertikal ini pihak pengelola sudah menyediakan perlengkapan lengkap sesuai standar keselamatan caving di gua vertikal.\nSinar matahari yang menerobos masuk dari Luweng Grubug setinggi 90 meter membentuk satu tiang cahaya, menyinari flowstone yang indah serta kedalaman gua yang gelap gulita. Air yang menetes dari ketinggian turut mempercantik pemandangan. Tidak salah\njika banyak orang terkagum-kagum datang ke sini ketika menyaksikan lukisan alam yang dikenal dengan istilah ""cahaya surga"".","gua jomblang merupakan gua vertikal yang bertipe collapse doline. gua ini terbentuk akibat proses geologi amblasnya tanah beserta vegetasi yang ada di atasnya ke dasar bumi yang terjadi ribuan tahun lalu. runtuhan ini membentuk sinkhole atau sumuran yang dalam bahasa jawa dikenal dengan istilah luweng. itulah yang membuat unik karena di dalam gua terdapat luas mulut gua sekitar 50 meter ini sering disebut dengan nama luweng jomblang. gua jomblang terletak di kabupaten gunungkidul, di yogyakarta. nsaat ini gua jomblang merupakan tempat konservasi tumbuhan purba dan dikembangkan menjadi tempat wisata minat khusus yang mana dikelola oleh penduduk atau warga setempat. untuk menuruni gua vertikal ini pihak pengelola sudah menyediakan perlengkapan lengkap sesuai standar keselamatan caving di gua vertikal. nsinar matahari yang menerobos masuk dari luweng grubug setinggi 90 meter membentuk satu tiang cahaya, menyinari flowstone yang indah serta kedalaman gua yang gelap gulita. air yang menetes dari ketinggian turut mempercantik pemandangan. tidak salah njika banyak orang terkagum kagum datang ke sini ketika menyaksikan lukisan alam yang dikenal dengan istilah cahaya surga .",gua jomblang merupakan gua vertikal yang bertipe collapse doline gua ini terbentuk akibat proses geologi amblasnya tanah beserta vegetasi yang ada di atasnya ke dasar bumi yang terjadi ribuan tahun lalu runtuhan ini membentuk sinkhole atau sumuran yang dalam bahasa jawa dikenal dengan istilah luweng itulah yang membuat unik karena di dalam gua terdapat luas mulut gua sekitar 50 meter ini sering disebut dengan nama luweng jomblang gua jomblang terletak di kabupaten gunungkidul di yogyakarta nsaat ini gua jomblang merupakan tempat konservasi tumbuhan purba dan dikembangkan menjadi tempat wisata minat khusus yang mana dikelola oleh penduduk atau warga setempat untuk menuruni gua vertikal ini pihak pengelola sudah menyediakan perlengkapan lengkap sesuai standar keselamatan caving di gua vertikal nsinar matahari yang menerobos masuk dari luweng grubug setinggi 90 meter membentuk satu tiang cahaya menyinari flowstone yang indah serta kedalaman gua yang gelap gulita air yang menetes dari ketinggian turut mempercantik pemandangan tidak salah njika banyak orang terkagum kagum datang ke sini ketika menyaksikan lukisan alam yang dikenal dengan istilah cahaya surga,"['gua', 'jomblang', 'merupakan', 'gua', 'vertikal', 'yang', 'bertipe', 'collapse', 'doline', 'gua', 'ini', 'terbentuk', 'akibat', 'proses', 'geologi', 'amblasnya', 'tanah', 'beserta', 'vegetasi', 'yang', 'ada', 'atasnya', 'dasar', 'bumi', 'yang', 'terjadi', 'ribuan', 'tahun', 'lalu', 'runtuhan', 'ini', 'membentuk', 'sinkhole', 'atau', 'sumuran', 'yang', 'dalam', 'bahasa', 'jawa', 'dikenal', 'dengan', 'istilah', 'luweng', 'itulah', 'yang', 'membuat', 'unik', 'karena', 'dalam', 'gua', 'terdapat', 'luas', 'mulut', 'gua', 'sekitar', 'meter', 'ini', 'sering', 'disebut', 'dengan', 'nama', 'luweng', 'jomblang', 'gua', 'jomblang', 'terletak', 'kabupaten', 'gunungkidul', 'yogyakarta', 'nsaat', 'ini', 'gua', 'jomblang', 'merupakan', 'tempat', 'konservasi', 'tumbuhan', 'purba', 'dan', 'dikembangkan', 'menjadi', 'tempat', 'wisata', 'minat', 'khusus', 'yang', 'mana', 'dikelola', 'oleh', 'penduduk', 'atau', 'warga', 'setempat', 'untuk', 'menuruni', 'gua', 'vertikal', 'ini', 'pihak', 'pengelola', 'sudah', 'menyediakan', 'perlengkapan', 'lengkap', 'sesuai', 'standar', 'keselamatan', 'caving', 'gua', 'vertikal', 'nsinar', 'matahari', 'yang', 'menerobos', 'masuk', 'dari', 'luweng', 'grubug', 'setinggi', 'meter', 'membentuk', 'satu', 'tiang', 'cahaya', 'menyinari', 'flowstone', 'yang', 'indah', 'serta', 'kedalaman', 'gua', 'yang', 'gelap', 'gulita', 'air', 'yang', 'menetes', 'dari', 'ketinggian', 'turut', 'mempercantik', 'pemandangan', 'tidak', 'salah', 'njika', 'banyak', 'orang', 'terkagum', 'kagum', 'datang', 'sini', 'ketika', 'menyaksikan', 'lukisan', 'alam', 'yang', 'dikenal', 'dengan', 'istilah', 'cahaya', 'surga']",Cagar Alam,cagar alam,cagar alam,"['cagar', 'alam']",500000.0,4.6,,-8.0281562,110.6383307,0.0,0.0,0.0,0.92,,cagar alam,1,500000.0,91,0,1
dataset2,32,Goa Kalisuci,goa kalisuci,goa kalisuci,"['goa', 'kalisuci']",destinasi cave tubing populer menyusuri sungai bawah tanah dengan ban di tengah keindahan gua alami,destinasi cave tubing populer menyusuri sungai bawah tanah dengan ban di tengah keindahan gua alami,destinasi cave tubing populer menyusuri sungai bawah tanah dengan ban di tengah keindahan gua alami,"['destinasi', 'cave', 'tubing', 'populer', 'menyusuri', 'sungai', 'bawah', 'tanah', 'dengan', 'ban', 'tengah', 'keindahan', 'gua', 'alami']",Alam,alam,alam,['alam'],0.0,4.6,,-8.002397389,110.6395038,152.0,2000.0,2000.0,0.92,0.0014492753623188,cagar alam,1,2000.0,92,0,1
dataset2,182,Goa Kebon,goa kebon,goa kebon,"['goa', 'kebon']",goa alami yang tersembunyi di pedalaman gunungkidul menawarkan pemandangan stalaktit dan stalagmit alami yang masih asri cocok untuk penjelajah alam dan pecinta kegiatan caving yang menantang,goa alami yang tersembunyi di pedalaman gunungkidul menawarkan pemandangan stalaktit dan stalagmit alami yang masih asri cocok untuk penjelajah alam dan pecinta kegiatan caving yang menantang,goa alami yang tersembunyi di pedalaman gunungkidul menawarkan pemandangan stalaktit dan stalagmit alami yang masih asri cocok untuk penjelajah alam dan pecinta kegiatan caving yang menantang,"['goa', 'alami', 'yang', 'tersembunyi', 'pedalaman', 'gunungkidul', 'menawarkan', 'pemandangan', 'stalaktit', 'dan', 'stalagmit', 'alami', 'yang', 'masih', 'asri', 'cocok', 'untuk', 'penjelajah', 'alam', 'dan', 'pecinta', 'kegiatan', 'caving', 'yang', 'menantang']",Alam,alam,alam,['alam'],0.0,4.3,,-7.8870828,110.1866704,659.0,0.0,0.0,0.86,0.0,cagar alam,1,0.0,93,0,1
dataset2,184,Goa Kiskendo,goa kiskendo,goa kiskendo,"['goa', 'kiskendo']",goa beserta kisah kisah yang menyertainya menjadi daya tarik terbesar obyek wisata ini goa konon sudah ditemukan abad silam para leluhur terdahulu memanfaatkan untuk mencari ketenangan batin dan pencerahan lewat bertapa goa itu sepanjang kilometer goa di dalam bumi bukit menoreh ada dua percabangan besar di dalamnya dan mengarahkan pengunjung pada bekas tempat banyak orang di masa lalu dalam melakoni pertapaan,goa beserta kisah kisah yang menyertainya menjadi daya tarik terbesar obyek wisata ini goa konon sudah ditemukan abad silam para leluhur terdahulu memanfaatkan untuk mencari ketenangan batin dan pencerahan lewat bertapa goa itu sepanjang kilometer goa di dalam bumi bukit menoreh ada dua percabangan besar di dalamnya dan mengarahkan pengunjung pada bekas tempat banyak orang di masa lalu dalam melakoni pertapaan,goa beserta kisah kisah yang menyertainya menjadi daya tarik terbesar obyek wisata ini goa konon sudah ditemukan abad silam para leluhur terdahulu memanfaatkan untuk mencari ketenangan batin dan pencerahan lewat bertapa goa itu sepanjang kilometer goa di dalam bumi bukit menoreh ada dua percabangan besar di dalamnya dan mengarahkan pengunjung pada bekas tempat banyak orang di masa lalu dalam melakoni pertapaan,"['goa', 'beserta', 'kisah', 'kisah', 'yang', 'menyertainya', 'menjadi', 'daya', 'tarik', 'terbesar', 'obyek', 'wisata', 'ini', 'goa', 'konon', 'sudah', 'ditemukan', 'abad', 'silam', 'para', 'leluhur', 'terdahulu', 'memanfaatkan', 'untuk', 'mencari', 'ketenangan', 'batin', 'dan', 'pencerahan', 'lewat', 'bertapa', 'goa', 'itu', 'sepanjang', 'kilometer', 'goa', 'dalam', 'bumi', 'bukit', 'menoreh', 'ada', 'dua', 'percabangan', 'besar', 'dalamnya', 'dan', 'mengarahkan', 'pengunjung', 'pada', 'bekas', 'tempat', 'banyak', 'orang', 'masa', 'lalu', 'dalam', 'melakoni', 'pertapaan']",Alam,alam,alam,['alam'],0.0,4.3,,-7.7471047,110.1310147,1446.0,5000.0,5000.0,0.86,0.0036231884057971,cagar alam,1,5000.0,94,0,1
dataset2,219,Goa Payaman,goa payaman,goa payaman,"['goa', 'payaman']",gua alami yang masih alami dan jarang dikunjungi cocok untuk petualang alam,gua alami yang masih alami dan jarang dikunjungi cocok untuk petualang alam,gua alami yang masih alami dan jarang dikunjungi cocok untuk petualang alam,"['gua', 'alami', 'yang', 'masih', 'alami', 'dan', 'jarang', 'dikunjungi', 'cocok', 'untuk', 'petualang', 'alam']",Alam,alam,alam,['alam'],0.0,4.2,,-7.8346264,110.258599,84.0,25000.0,25000.0,0.8400000000000001,0.0181159420289855,cagar alam,1,25000.0,95,0,1
dataset2,301,Goa Pego,goa pego,goa pego,"['goa', 'pego']",gua alami yang tenang dan tersembunyi menawarkan suasana mistis dan pemandangan eksotis,gua alami yang tenang dan tersembunyi menawarkan suasana mistis dan pemandangan eksotis,gua alami yang tenang dan tersembunyi menawarkan suasana mistis dan pemandangan eksotis,"['gua', 'alami', 'yang', 'tenang', 'dan', 'tersembunyi', 'menawarkan', 'suasana', 'mistis', 'dan', 'pemandangan', 'eksotis']",Alam,alam,alam,['alam'],0.0,4.2,,-7.9990794,110.3705074,16.0,5000.0,5000.0,0.8400000000000001,0.0036231884057971,cagar alam,1,5000.0,96,0,1
dataset1,178,Goa Pindul,goa pindul,goa pindul,"['goa', 'pindul']","Gua Pindul adalah objek wisata berupa gua yang terletak di Desa Bejiharjo, Kecamatan Karangmojo, Kabupaten Gunungkidul. Gua Pindul dikenal karena cara menyusuri gua yang dilakukan dengan menaiki ban pelampung di atas aliran sungai bawah tanah di dalam gua, kegiatan ini dikenal dengan istilah cave tubing.","gua pindul adalah objek wisata berupa gua yang terletak di desa bejiharjo, kecamatan karangmojo, kabupaten gunungkidul. gua pindul dikenal karena cara menyusuri gua yang dilakukan dengan menaiki ban pelampung di atas aliran sungai bawah tanah di dalam gua, kegiatan ini dikenal dengan istilah cave tubing.",gua pindul adalah objek wisata berupa gua yang terletak di desa bejiharjo kecamatan karangmojo kabupaten gunungkidul gua pindul dikenal karena cara menyusuri gua yang dilakukan dengan menaiki ban pelampung di atas aliran sungai bawah tanah di dalam gua kegiatan ini dikenal dengan istilah cave tubing,"['gua', 'pindul', 'adalah', 'objek', 'wisata', 'berupa', 'gua', 'yang', 'terletak', 'desa', 'bejiharjo', 'kecamatan', 'karangmojo', 'kabupaten', 'gunungkidul', 'gua', 'pindul', 'dikenal', 'karena', 'cara', 'menyusuri', 'gua', 'yang', 'dilakukan', 'dengan', 'menaiki', 'ban', 'pelampung', 'atas', 'aliran', 'sungai', 'bawah', 'tanah', 'dalam', 'gua', 'kegiatan', 'ini', 'dikenal', 'dengan', 'istilah', 'cave', 'tubing']",Cagar Alam,cagar alam,cagar alam,"['cagar', 'alam']",40000.0,4.5,,-7.9339721,110.651966,0.0,0.0,0.0,0.9,,cagar alam,1,40000.0,97,0,1
dataset2,39,Goa Selarong,goa selarong,goa selarong,"['goa', 'selarong']",gua selarong atau bisa disebut gua diponegoro adalah gua berbudaya dan sejarah sekaligus tempat wisata alam dan religius goa selarong merupakan sebuah goa kecil yang berada di dusun kembangputihan kecamatan pajangan bantul lokasinya cukup mudah dijangkau karena tak jauh dari kota bantul diy di goa selarong terdapat dua goa yaitu goa kakung dan goa p sekilas tak ada tampilan yang menarik secara visual dari kedua goa tersebut namun goa itu menyimpan peristiwa besar yang menjadi bagian dari budaya dan sejarah bangsa indonesia terutama kisah kepahlawanan pangeran diponegoro yang menjadi tokoh besar saat meletusnya perang jawa pada utri,gua selarong atau bisa disebut gua diponegoro adalah gua berbudaya dan sejarah sekaligus tempat wisata alam dan religius goa selarong merupakan sebuah goa kecil yang berada di dusun kembangputihan kecamatan pajangan bantul lokasinya cukup mudah dijangkau karena tak jauh dari kota bantul diy di goa selarong terdapat dua goa yaitu goa kakung dan goa p sekilas tak ada tampilan yang menarik secara visual dari kedua goa tersebut namun goa itu menyimpan peristiwa besar yang menjadi bagian dari budaya dan sejarah bangsa indonesia terutama kisah kepahlawanan pangeran diponegoro yang menjadi tokoh besar saat meletusnya perang jawa pada utri,gua selarong atau bisa disebut gua diponegoro adalah gua berbudaya dan sejarah sekaligus tempat wisata alam dan religius goa selarong merupakan sebuah goa kecil yang berada di dusun kembangputihan kecamatan pajangan bantul lokasinya cukup mudah dijangkau karena tak jauh dari kota bantul diy di goa selarong terdapat dua goa yaitu goa kakung dan goa p sekilas tak ada tampilan yang menarik secara visual dari kedua goa tersebut namun goa itu menyimpan peristiwa besar yang menjadi bagian dari budaya dan sejarah bangsa indonesia terutama kisah kepahlawanan pangeran diponegoro yang menjadi tokoh besar saat meletusnya perang jawa pada utri,"['gua', 'selarong', 'atau', 'bisa', 'disebut', 'gua', 'diponegoro', 'adalah', 'gua', 'berbudaya', 'dan', 'sejarah', 'sekaligus', 'tempat', 'wisata', 'alam', 'dan', 'religius', 'goa', 'selarong', 'merupakan', 'sebuah', 'goa', 'kecil', 'yang', 'berada', 'dusun', 'kembangputihan', 'kecamatan', 'pajangan', 'bantul', 'lokasinya', 'cukup', 'mudah', 'dijangkau', 'karena', 'tak', 'jauh', 'dari', 'kota', 'bantul', 'diy', 'goa', 'selarong', 'terdapat', 'dua', 'goa', 'yaitu', 'goa', 'kakung', 'dan', 'goa', 'sekilas', 'tak', 'ada', 'tampilan', 'yang', 'menarik', 'secara', 'visual', 'dari', 'kedua', 'goa', 'tersebut', 'namun', 'goa', 'itu', 'menyimpan', 'peristiwa', 'besar', 'yang', 'menjadi', 'bagian', 'dari', 'budaya', 'dan', 'sejarah', 'bangsa', 'indonesia', 'terutama', 'kisah', 'kepahlawanan', 'pangeran', 'diponegoro', 'yang', 'menjadi', 'tokoh', 'besar', 'saat', 'meletusnya', 'perang', 'jawa', 'pada', 'utri']",Alam,alam,alam,['alam'],0.0,4.3,,-7.860965268,110.3145237,2116.0,6000.0,6000.0,0.86,0.0043478260869565,cagar alam,1,6000.0,98,0,1
dataset2,181,Goa Seplawan,goa seplawan,goa seplawan,"['goa', 'seplawan']",goa yang berada di kawasan pegunungan menoreh ini merupakan goa basah alias terdapat aliran air di dalamnya goa tersebut tepatnya berada di desa donorejo kecamatan kaligesing kabupaten purworejo jawa tengah berbatasan langsung dengan kulonprogo di yogyakarta goa ini memiliki panjang meter dengan cabang cabang goa sekitar meter dan berdiameter meter sehingga untuk masuk ke dalam goa pengunjung harus menyusuri anak tangga menurun yang cukup melalahkan yang mana rasa lelah itu akan segera hilang begitu mulai memasuki mulut goa sebab dari mulut goa itu saja keindahan ukiran batu di dalam goa sudah terlihat jelas,goa yang berada di kawasan pegunungan menoreh ini merupakan goa basah alias terdapat aliran air di dalamnya goa tersebut tepatnya berada di desa donorejo kecamatan kaligesing kabupaten purworejo jawa tengah berbatasan langsung dengan kulonprogo di yogyakarta goa ini memiliki panjang meter dengan cabang cabang goa sekitar meter dan berdiameter meter sehingga untuk masuk ke dalam goa pengunjung harus menyusuri anak tangga menurun yang cukup melalahkan yang mana rasa lelah itu akan segera hilang begitu mulai memasuki mulut goa sebab dari mulut goa itu saja keindahan ukiran batu di dalam goa sudah terlihat jelas,goa yang berada di kawasan pegunungan menoreh ini merupakan goa basah alias terdapat aliran air di dalamnya goa tersebut tepatnya berada di desa donorejo kecamatan kaligesing kabupaten purworejo jawa tengah berbatasan langsung dengan kulonprogo di yogyakarta goa ini memiliki panjang meter dengan cabang cabang goa sekitar meter dan berdiameter meter sehingga untuk masuk ke dalam goa pengunjung harus menyusuri anak tangga menurun yang cukup melalahkan yang mana rasa lelah itu akan segera hilang begitu mulai memasuki mulut goa sebab dari mulut goa itu saja keindahan ukiran batu di dalam goa sudah terlihat jelas,"['goa', 'yang', 'berada', 'kawasan', 'pegunungan', 'menoreh', 'ini', 'merupakan', 'goa', 'basah', 'alias', 'terdapat', 'aliran', 'air', 'dalamnya', 'goa', 'tersebut', 'tepatnya', 'berada', 'desa', 'donorejo', 'kecamatan', 'kaligesing', 'kabupaten', 'purworejo', 'jawa', 'tengah', 'berbatasan', 'langsung', 'dengan', 'kulonprogo', 'yogyakarta', 'goa', 'ini', 'memiliki', 'panjang', 'meter', 'dengan', 'cabang', 'cabang', 'goa', 'sekitar', 'meter', 'dan', 'berdiameter', 'meter', 'sehingga', 'untuk', 'masuk', 'dalam', 'goa', 'pengunjung', 'harus', 'menyusuri', 'anak', 'tangga', 'menurun', 'yang', 'cukup', 'melalahkan', 'yang', 'mana', 'rasa', 'lelah', 'itu', 'akan', 'segera', 'hilang', 'begitu', 'mulai', 'memasuki', 'mulut', 'goa', 'sebab', 'dari', 'mulut', 'goa', 'itu', 'saja', 'keindahan', 'ukiran', 'batu', 'dalam', 'goa', 'sudah', 'terlihat', 'jelas']",Alam,alam,alam,['alam'],0.0,4.5,,-7.772978,110.1102509,947.0,8000.0,8000.0,0.9,0.0057971014492753,cagar alam,1,8000.0,99,0,1
dataset2,97,Graceland 66,graceland 66,graceland 66,['graceland'],tempat hiburan dan rekreasi yang menyediakan berbagai fasilitas untuk keluarga dan anak anak,tempat hiburan dan rekreasi yang menyediakan berbagai fasilitas untuk keluarga dan anak anak,tempat hiburan dan rekreasi yang menyediakan berbagai fasilitas untuk keluarga dan anak anak,"['tempat', 'hiburan', 'dan', 'rekreasi', 'yang', 'menyediakan', 'berbagai', 'fasilitas', 'untuk', 'keluarga', 'dan', 'anak', 'anak']",Budaya_Dan_Sejarah,budaya dan sejarah,budaya dan sejarah,"['budaya', 'dan', 'sejarah']",0.0,5.0,,-7.7763136,110.4071704,4.0,20000.0,20000.0,1.0,0.0144927536231884,budaya,2,20000.0,100,1,0
dataset2,266,Graha Candi,graha candi,graha candi,"['graha', 'candi']",bangunan dengan arsitektur candi yang digunakan untuk berbagai acara budaya dan keagamaan mencerminkan kekayaan budaya lokal,bangunan dengan arsitektur candi yang digunakan untuk berbagai acara budaya dan keagamaan mencerminkan kekayaan budaya lokal,bangunan dengan arsitektur candi yang digunakan untuk berbagai acara budaya dan keagamaan mencerminkan kekayaan budaya lokal,"['bangunan', 'dengan', 'arsitektur', 'candi', 'yang', 'digunakan', 'untuk', 'berbagai', 'acara', 'budaya', 'dan', 'keagamaan', 'mencerminkan', 'kekayaan', 'budaya', 'lokal']",Budaya_Dan_Sejarah,budaya dan sejarah,budaya dan sejarah,"['budaya', 'dan', 'sejarah']",0.0,5.0,,-7.8265832,110.47927,2.0,50000.0,50000.0,1.0,0.036231884057971,budaya,2,50000.0,101,1,1
