User_Id,Place_Id,Place_Ratings,Place_Ratings_normalized
47,183,4,0.8
47,163,2,0.4
47,117,1,0.2
47,136,1,0.2
48,94,1,0.2
48,141,5,1.0
48,196,5,1.0
49,152,3,0.6
49,134,5,1.0
49,179,5,1.0
49,127,1,0.2
49,114,4,0.8
49,90,1,0.2
49,122,4,0.8
49,118,2,0.4
49,178,5,1.0
49,158,3,0.6
50,180,5,1.0
50,191,1,0.2
50,181,3,0.6
50,109,5,1.0
50,168,2,0.4
50,207,1,0.2
50,151,2,0.4
50,170,2,0.4
50,89,5,1.0
50,110,1,0.2
51,107,2,0.4
51,141,4,0.8
51,160,3,0.6
51,176,2,0.4
51,93,1,0.2
51,149,4,0.8
51,144,1,0.2
52,112,5,1.0
52,203,5,1.0
52,85,1,0.2
52,202,4,0.8
53,190,4,0.8
53,177,5,1.0
53,135,5,1.0
53,163,1,0.2
53,207,3,0.6
53,123,2,0.4
53,103,2,0.4
53,102,1,0.2
53,174,2,0.4
53,109,2,0.4
53,173,2,0.4
53,193,1,0.2
53,207,1,0.2
54,189,4,0.8
54,114,2,0.4
54,103,3,0.6
54,190,5,1.0
54,103,4,0.8
54,135,2,0.4
54,185,3,0.6
54,150,1,0.2
54,148,4,0.8
54,127,1,0.2
54,159,3,0.6
54,121,1,0.2
54,138,5,1.0
55,198,1,0.2
55,90,5,1.0
55,95,3,0.6
55,113,3,0.6
55,97,3,0.6
55,184,3,0.6
55,106,4,0.8
55,205,2,0.4
55,186,2,0.4
55,89,4,0.8
55,157,3,0.6
55,145,5,1.0
56,186,5,1.0
56,149,5,1.0
56,112,1,0.2
56,170,5,1.0
56,136,4,0.8
56,99,1,0.2
56,200,3,0.6
56,190,2,0.4
56,153,1,0.2
56,134,1,0.2
56,103,4,0.8
57,126,1,0.2
57,99,1,0.2
57,162,2,0.4
57,111,2,0.4
57,129,4,0.8
57,180,2,0.4
57,114,1,0.2
57,157,2,0.4
57,180,1,0.2
57,95,4,0.8
57,144,4,0.8
57,135,4,0.8
58,188,2,0.4
58,154,4,0.8
58,135,4,0.8
58,89,2,0.4
58,144,1,0.2
58,111,3,0.6
58,114,2,0.4
59,147,5,1.0
59,171,1,0.2
59,157,1,0.2
59,143,1,0.2
59,95,1,0.2
60,131,4,0.8
60,129,2,0.4
60,150,1,0.2
60,181,3,0.6
60,92,4,0.8
60,107,3,0.6
60,119,4,0.8
60,85,2,0.4
60,188,3,0.6
61,109,4,0.8
61,146,3,0.6
61,119,2,0.4
61,154,5,1.0
61,96,3,0.6
61,139,5,1.0
61,144,1,0.2
61,197,1,0.2
61,167,5,1.0
61,120,3,0.6
61,142,5,1.0
61,164,5,1.0
61,100,4,0.8
61,132,2,0.4
62,120,5,1.0
62,191,5,1.0
62,130,5,1.0
62,170,2,0.4
62,131,4,0.8
62,119,4,0.8
62,131,1,0.2
62,126,4,0.8
63,125,1,0.2
63,206,5,1.0
63,187,2,0.4
63,159,3,0.6
63,163,1,0.2
63,183,4,0.8
63,110,1,0.2
63,116,2,0.4
64,128,2,0.4
64,91,3,0.6
64,121,4,0.8
64,88,3,0.6
64,112,4,0.8
64,126,4,0.8
64,207,3,0.6
64,142,5,1.0
64,97,4,0.8
64,181,1,0.2
64,169,1,0.2
64,135,3,0.6
65,169,1,0.2
65,164,5,1.0
65,161,1,0.2
65,117,4,0.8
65,159,1,0.2
66,192,3,0.6
66,208,3,0.6
66,194,3,0.6
66,117,2,0.4
66,96,4,0.8
66,198,1,0.2
66,166,4,0.8
66,95,1,0.2
67,96,3,0.6
67,146,5,1.0
67,144,3,0.6
67,116,3,0.6
67,199,1,0.2
67,95,2,0.4
67,207,3,0.6
67,160,5,1.0
67,89,5,1.0
67,195,1,0.2
67,111,1,0.2
67,150,2,0.4
67,204,2,0.4
68,114,1,0.2
68,167,1,0.2
68,138,1,0.2
68,208,2,0.4
68,186,2,0.4
68,85,4,0.8
68,123,1,0.2
68,157,4,0.8
68,127,3,0.6
69,127,3,0.6
69,113,1,0.2
69,120,1,0.2
69,155,3,0.6
70,196,5,1.0
70,161,5,1.0
70,122,2,0.4
70,89,1,0.2
70,172,4,0.8
70,131,5,1.0
70,87,5,1.0
70,167,2,0.4
71,125,3,0.6
71,91,1,0.2
71,198,5,1.0
71,162,4,0.8
71,136,5,1.0
71,96,4,0.8
71,197,5,1.0
71,152,2,0.4
71,163,5,1.0
71,200,3,0.6
71,134,2,0.4
71,101,1,0.2
71,168,1,0.2
72,144,4,0.8
72,142,4,0.8
72,85,4,0.8
72,173,4,0.8
72,117,3,0.6
72,195,1,0.2
72,109,3,0.6
73,133,3,0.6
73,125,5,1.0
73,184,1,0.2
74,164,3,0.6
74,138,5,1.0
74,85,2,0.4
74,92,5,1.0
74,115,5,1.0
74,193,3,0.6
74,105,4,0.8
74,144,3,0.6
74,188,2,0.4
74,98,5,1.0
74,179,3,0.6
75,180,4,0.8
75,190,2,0.4
75,173,4,0.8
75,135,5,1.0
75,149,5,1.0
75,134,3,0.6
75,127,3,0.6
75,187,1,0.2
75,164,4,0.8
76,118,4,0.8
76,175,5,1.0
76,170,4,0.8
76,169,3,0.6
76,176,5,1.0
76,195,5,1.0
76,105,2,0.4
76,192,3,0.6
76,179,1,0.2
77,127,2,0.4
77,126,3,0.6
77,167,5,1.0
77,163,1,0.2
77,191,5,1.0
77,181,3,0.6
78,113,4,0.8
78,181,1,0.2
78,155,5,1.0
78,169,4,0.8
78,199,5,1.0
78,117,5,1.0
78,108,3,0.6
78,151,3,0.6
78,120,3,0.6
79,144,1,0.2
79,167,5,1.0
79,94,3,0.6
79,139,5,1.0
79,88,4,0.8
79,92,2,0.4
79,132,2,0.4
79,93,1,0.2
79,177,2,0.4
79,182,1,0.2
79,184,2,0.4
79,177,3,0.6
79,92,3,0.6
80,173,4,0.8
80,210,5,1.0
80,100,1,0.2
80,108,2,0.4
80,164,5,1.0
80,150,3,0.6
80,173,1,0.2
81,127,4,0.8
81,115,3,0.6
81,125,1,0.2
81,173,2,0.4
81,181,1,0.2
81,135,3,0.6
81,120,1,0.2
82,154,2,0.4
82,206,2,0.4
82,159,1,0.2
83,159,2,0.4
83,106,4,0.8
83,130,3,0.6
83,173,4,0.8
83,152,1,0.2
83,209,1,0.2
83,169,3,0.6
83,101,3,0.6
83,184,1,0.2
83,208,4,0.8
83,204,4,0.8
83,189,5,1.0
84,169,1,0.2
84,196,5,1.0
84,97,4,0.8
84,184,2,0.4
84,131,2,0.4
84,156,2,0.4
84,171,4,0.8
84,202,4,0.8
84,186,3,0.6
84,179,4,0.8
84,104,1,0.2
85,104,3,0.6
85,164,3,0.6
85,108,3,0.6
85,103,4,0.8
85,156,4,0.8
85,132,3,0.6
85,155,4,0.8
85,159,2,0.4
85,197,5,1.0
85,210,5,1.0
86,174,4,0.8
86,160,1,0.2
86,187,3,0.6
86,158,3,0.6
86,184,4,0.8
86,160,5,1.0
86,95,4,0.8
86,127,1,0.2
86,166,1,0.2
86,106,5,1.0
86,155,1,0.2
86,180,3,0.6
86,176,3,0.6
86,193,1,0.2
86,160,4,0.8
86,207,4,0.8
86,208,3,0.6
87,203,3,0.6
87,165,5,1.0
87,153,4,0.8
87,163,4,0.8
87,122,4,0.8
87,119,1,0.2
87,169,1,0.2
87,108,2,0.4
87,161,4,0.8
87,166,4,0.8
87,167,4,0.8
88,85,1,0.2
88,118,2,0.4
88,107,1,0.2
88,135,4,0.8
88,94,3,0.6
88,150,5,1.0
88,165,1,0.2
88,210,3,0.6
88,206,1,0.2
89,149,4,0.8
89,149,3,0.6
89,104,4,0.8
89,180,2,0.4
89,192,2,0.4
89,144,2,0.4
89,116,5,1.0
89,156,5,1.0
90,108,2,0.4
90,126,1,0.2
90,127,3,0.6
90,181,1,0.2
90,128,4,0.8
90,139,3,0.6
90,140,1,0.2
90,201,3,0.6
90,158,2,0.4
91,174,5,1.0
91,130,1,0.2
91,143,3,0.6
91,208,5,1.0
91,110,3,0.6
91,88,2,0.4
91,208,4,0.8
91,98,2,0.4
91,130,2,0.4
91,169,2,0.4
91,143,5,1.0
91,146,5,1.0
91,156,2,0.4
92,156,5,1.0
92,142,4,0.8
92,209,4,0.8
92,97,5,1.0
92,169,5,1.0
92,126,3,0.6
92,150,4,0.8
92,105,5,1.0
92,142,3,0.6
92,171,5,1.0
92,87,1,0.2
92,205,2,0.4
92,171,1,0.2
93,187,3,0.6
93,143,3,0.6
93,200,2,0.4
93,85,5,1.0
93,192,5,1.0
93,207,1,0.2
93,167,3,0.6
93,129,4,0.8
93,131,3,0.6
94,104,2,0.4
94,123,2,0.4
94,151,2,0.4
94,115,5,1.0
94,120,4,0.8
94,92,2,0.4
94,140,5,1.0
95,128,3,0.6
95,116,4,0.8
95,157,5,1.0
95,130,2,0.4
95,119,2,0.4
95,112,5,1.0
95,157,3,0.6
96,188,5,1.0
96,113,3,0.6
96,106,1,0.2
96,114,1,0.2
96,208,3,0.6
96,142,5,1.0
96,172,2,0.4
96,203,2,0.4
96,196,3,0.6
96,210,1,0.2
96,101,2,0.4
96,86,2,0.4
97,174,4,0.8
97,206,1,0.2
97,208,2,0.4
97,183,3,0.6
97,151,3,0.6
97,177,5,1.0
97,151,2,0.4
97,150,2,0.4
97,113,5,1.0
98,105,5,1.0
98,190,2,0.4
98,196,5,1.0
98,107,1,0.2
98,112,2,0.4
99,199,5,1.0
99,111,5,1.0
99,190,5,1.0
99,115,4,0.8
99,182,5,1.0
99,173,2,0.4
99,183,1,0.2
99,134,3,0.6
99,206,5,1.0
99,156,4,0.8
99,94,3,0.6
100,93,3,0.6
100,128,5,1.0
100,108,3,0.6
100,114,2,0.4
100,157,5,1.0
100,189,1,0.2
100,88,3,0.6
100,102,5,1.0
101,161,1,0.2
101,89,1,0.2
101,102,1,0.2
101,147,4,0.8
101,156,3,0.6
101,164,4,0.8
102,153,3,0.6
102,90,5,1.0
102,168,2,0.4
102,113,1,0.2
102,175,2,0.4
102,111,3,0.6
102,168,1,0.2
102,158,1,0.2
102,149,1,0.2
103,169,5,1.0
103,145,3,0.6
103,209,1,0.2
103,142,2,0.4
103,204,5,1.0
103,175,3,0.6
103,198,1,0.2
103,166,4,0.8
103,144,3,0.6
103,163,1,0.2
103,135,2,0.4
103,168,5,1.0
103,110,2,0.4
103,121,4,0.8
103,90,4,0.8
104,199,4,0.8
104,119,1,0.2
104,155,4,0.8
104,185,2,0.4
104,85,1,0.2
104,146,3,0.6
104,114,3,0.6
104,94,5,1.0
104,127,4,0.8
105,120,1,0.2
105,181,1,0.2
105,194,3,0.6
105,178,4,0.8
105,140,2,0.4
105,109,1,0.2
105,192,5,1.0
105,143,3,0.6
105,93,5,1.0
105,86,4,0.8
106,131,5,1.0
106,156,3,0.6
106,122,5,1.0
106,186,1,0.2
106,210,3,0.6
106,153,5,1.0
106,167,3,0.6
106,189,4,0.8
107,188,4,0.8
107,143,5,1.0
107,185,3,0.6
107,104,3,0.6
107,197,4,0.8
107,88,1,0.2
107,192,2,0.4
107,140,2,0.4
107,180,5,1.0
107,174,1,0.2
107,93,3,0.6
108,192,2,0.4
108,141,5,1.0
108,114,5,1.0
108,139,5,1.0
108,206,3,0.6
108,206,2,0.4
108,140,2,0.4
108,146,3,0.6
108,208,3,0.6
108,132,5,1.0
108,165,5,1.0
108,140,4,0.8
109,178,5,1.0
109,120,1,0.2
109,184,3,0.6
109,210,2,0.4
109,193,3,0.6
109,88,3,0.6
109,86,5,1.0
109,177,2,0.4
109,100,4,0.8
109,184,1,0.2
110,184,4,0.8
110,185,4,0.8
110,113,4,0.8
110,199,5,1.0
110,207,3,0.6
110,123,4,0.8
110,107,4,0.8
110,197,4,0.8
111,133,3,0.6
111,121,1,0.2
111,176,5,1.0
111,119,4,0.8
111,131,3,0.6
111,177,5,1.0
112,149,2,0.4
112,92,2,0.4
112,90,1,0.2
112,197,3,0.6
112,159,5,1.0
113,118,5,1.0
113,181,1,0.2
113,145,2,0.4
113,96,2,0.4
113,171,5,1.0
113,116,5,1.0
113,98,2,0.4
113,171,4,0.8
114,157,2,0.4
114,173,1,0.2
114,167,3,0.6
114,180,2,0.4
114,190,2,0.4
114,166,5,1.0
114,144,3,0.6
114,127,4,0.8
115,111,4,0.8
115,106,3,0.6
115,203,4,0.8
115,193,4,0.8
115,124,3,0.6
115,172,3,0.6
115,165,3,0.6
115,134,4,0.8
115,92,5,1.0
115,151,2,0.4
115,147,5,1.0
115,126,1,0.2
115,178,3,0.6
116,91,3,0.6
116,176,4,0.8
116,183,1,0.2
116,172,3,0.6
116,181,1,0.2
116,171,5,1.0
116,114,3,0.6
116,153,1,0.2
116,117,3,0.6
116,173,2,0.4
116,191,1,0.2
117,93,2,0.4
117,185,2,0.4
117,129,4,0.8
117,120,1,0.2
117,165,5,1.0
117,102,5,1.0
117,167,1,0.2
117,159,1,0.2
117,132,4,0.8
117,189,4,0.8
117,159,5,1.0
117,206,1,0.2
118,157,4,0.8
118,138,2,0.4
118,167,5,1.0
118,202,2,0.4
118,159,5,1.0
118,146,3,0.6
118,195,4,0.8
119,178,4,0.8
119,104,2,0.4
119,193,3,0.6
119,175,4,0.8
119,104,1,0.2
119,118,4,0.8
119,203,1,0.2
120,169,5,1.0
120,155,5,1.0
120,177,2,0.4
121,148,4,0.8
121,116,1,0.2
121,86,3,0.6
122,207,4,0.8
122,134,4,0.8
122,194,1,0.2
122,206,4,0.8
122,180,5,1.0
122,116,5,1.0
123,102,1,0.2
123,192,1,0.2
123,176,2,0.4
123,111,2,0.4
123,101,1,0.2
123,145,2,0.4
124,156,5,1.0
124,150,2,0.4
124,155,2,0.4
124,171,2,0.4
124,158,3,0.6
124,178,5,1.0
124,97,3,0.6
124,128,2,0.4
124,157,2,0.4
124,106,5,1.0
125,101,4,0.8
125,141,4,0.8
125,171,5,1.0
125,162,4,0.8
125,90,3,0.6
125,202,1,0.2
125,170,5,1.0
125,126,3,0.6
126,193,2,0.4
126,150,1,0.2
126,125,5,1.0
126,178,1,0.2
126,107,5,1.0
126,145,4,0.8
126,135,3,0.6
126,147,1,0.2
126,118,5,1.0
126,195,5,1.0
126,169,5,1.0
126,174,1,0.2
126,186,3,0.6
126,89,2,0.4
126,206,5,1.0
126,111,4,0.8
127,103,2,0.4
127,149,3,0.6
127,179,4,0.8
127,155,4,0.8
127,97,3,0.6
127,128,4,0.8
127,203,1,0.2
127,169,1,0.2
127,173,2,0.4
127,162,5,1.0
127,129,1,0.2
127,174,5,1.0
127,179,3,0.6
127,157,4,0.8
127,113,2,0.4
127,189,5,1.0
128,194,4,0.8
128,129,3,0.6
128,196,4,0.8
128,108,5,1.0
128,207,1,0.2
128,175,1,0.2
128,192,2,0.4
128,149,4,0.8
129,169,4,0.8
129,163,1,0.2
129,147,4,0.8
129,108,2,0.4
129,193,2,0.4
129,150,5,1.0
129,141,2,0.4
129,161,2,0.4
129,148,3,0.6
129,155,5,1.0
130,148,5,1.0
130,180,2,0.4
130,190,2,0.4
130,206,5,1.0
130,183,4,0.8
130,111,3,0.6
131,121,4,0.8
131,99,5,1.0
131,114,4,0.8
131,169,2,0.4
131,113,4,0.8
131,157,4,0.8
131,158,2,0.4
131,138,1,0.2
131,111,4,0.8
131,118,1,0.2
132,172,5,1.0
132,85,3,0.6
132,118,1,0.2
132,177,1,0.2
132,135,1,0.2
132,201,5,1.0
133,147,3,0.6
133,114,1,0.2
133,208,2,0.4
133,102,1,0.2
133,205,5,1.0
133,208,4,0.8
133,191,5,1.0
133,180,1,0.2
133,104,3,0.6
134,128,5,1.0
134,198,3,0.6
134,113,5,1.0
134,169,2,0.4
134,122,2,0.4
134,175,3,0.6
134,121,3,0.6
134,107,3,0.6
134,86,1,0.2
134,179,2,0.4
134,162,2,0.4
134,206,3,0.6
134,141,3,0.6
134,195,5,1.0
134,107,4,0.8
134,112,4,0.8
135,165,2,0.4
135,178,2,0.4
135,96,5,1.0
135,196,2,0.4
135,102,4,0.8
135,174,3,0.6
135,108,2,0.4
135,132,5,1.0
135,145,2,0.4
135,92,1,0.2
135,93,2,0.4
135,209,1,0.2
135,126,4,0.8
136,201,2,0.4
136,187,2,0.4
136,188,2,0.4
136,190,4,0.8
136,89,2,0.4
136,116,2,0.4
136,143,2,0.4
136,136,1,0.2
137,141,2,0.4
137,168,3,0.6
137,170,1,0.2
137,141,1,0.2
137,185,3,0.6
137,99,4,0.8
137,149,1,0.2
137,98,2,0.4
138,180,2,0.4
138,112,3,0.6
138,86,1,0.2
138,177,2,0.4
138,182,1,0.2
138,107,4,0.8
138,115,5,1.0
138,198,2,0.4
138,134,3,0.6
138,161,1,0.2
138,146,1,0.2
139,171,4,0.8
139,178,5,1.0
139,114,5,1.0
139,98,2,0.4
139,145,5,1.0
139,114,4,0.8
139,143,1,0.2
139,172,2,0.4
139,142,2,0.4
139,154,1,0.2
139,103,2,0.4
139,141,4,0.8
139,154,4,0.8
139,168,4,0.8
139,209,1,0.2
140,143,5,1.0
140,187,3,0.6
140,87,1,0.2
140,182,5,1.0
140,136,4,0.8
140,85,3,0.6
140,128,1,0.2
140,119,5,1.0
140,159,5,1.0
140,157,5,1.0
141,186,4,0.8
141,120,5,1.0
141,121,3,0.6
141,149,4,0.8
141,196,2,0.4
141,143,3,0.6
141,95,5,1.0
142,87,3,0.6
142,143,3,0.6
142,169,1,0.2
142,204,5,1.0
142,205,2,0.4
142,114,4,0.8
142,179,2,0.4
142,116,1,0.2
142,184,1,0.2
142,154,3,0.6
142,106,4,0.8
142,199,2,0.4
142,135,2,0.4
143,131,2,0.4
143,91,1,0.2
143,148,1,0.2
143,91,2,0.4
143,92,5,1.0
143,155,2,0.4
143,132,5,1.0
143,108,5,1.0
143,160,3,0.6
143,93,3,0.6
143,151,2,0.4
143,100,5,1.0
143,194,5,1.0
143,96,1,0.2
143,162,2,0.4
143,127,5,1.0
143,196,2,0.4
144,119,3,0.6
144,112,5,1.0
144,126,4,0.8
144,167,5,1.0
144,146,5,1.0
144,143,2,0.4
144,193,1,0.2
144,111,4,0.8
144,201,2,0.4
144,136,2,0.4
144,206,2,0.4
144,186,1,0.2
145,201,2,0.4
145,94,5,1.0
145,111,1,0.2
145,163,5,1.0
145,183,4,0.8
145,117,3,0.6
145,130,4,0.8
145,177,3,0.6
145,91,2,0.4
146,167,2,0.4
146,169,4,0.8
146,153,1,0.2
146,204,1,0.2
146,194,3,0.6
146,108,3,0.6
146,107,2,0.4
146,122,5,1.0
146,159,5,1.0
146,203,1,0.2
146,137,5,1.0
147,171,4,0.8
147,99,1,0.2
147,116,2,0.4
147,156,5,1.0
147,113,4,0.8
147,162,4,0.8
148,154,1,0.2
148,147,2,0.4
148,153,1,0.2
148,198,5,1.0
148,193,3,0.6
148,137,4,0.8
148,89,3,0.6
148,91,1,0.2
148,158,1,0.2
148,135,3,0.6
148,196,4,0.8
148,189,3,0.6
148,103,3,0.6
148,198,2,0.4
149,149,2,0.4
149,107,1,0.2
149,171,2,0.4
149,185,2,0.4
